sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
APPL-00000108,2023-04-23,2023,Q2,April,Argentina,South America,Mar del Plata,iPhone 14 Pro,iPhone,1 TB,Blue Titanium,857.32,0,1,857.32,857.32,ARS,907.0,777589.24,Carrier Store,Gift Card,Business,45–54,New User,3.9,Kept
APPL-00000109,2023-04-24,2023,Q2,April,Argentina,South America,Mar del Plata,iPad Air (M1),iPad,256 GB,Purple,580.48,2,2,568.87,1137.74,ARS,907.0,1031930.18,Third-Party Retailer,Gift Card,Business,18–24,N/A,3.6,Kept
APPL-00000110,2023-05-03,2023,Q2,May,Argentina,South America,Mar del Plata,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Starlight,2032.81,0,2,2032.81,4065.62,ARS,907.0,3687517.34,Apple Store,EMI / Installment,Business,35–44,N/A,4.2,Kept
APPL-00000111,2023-07-20,2023,Q3,July,Argentina,South America,Mar del Plata,AirPods (3rd Gen),AirPods,N/A,Sky,157.92,0,7,157.92,1105.44,ARS,907.0,1002634.08,Authorized Reseller,Debit Card,Education,25–34,N/A,4.8,Kept
APPL-00000112,2023-07-31,2023,Q3,July,Argentina,South America,Mar del Plata,Apple Watch Series 9,Apple Watch,N/A,Starlight,425.72,10,4,383.15,1532.6,ARS,907.0,1390068.2,Carrier Store,Cash,Education,35–44,N/A,,Kept
APPL-00000113,2023-10-09,2023,Q4,October,Argentina,South America,Mar del Plata,Magic Keyboard,Accessories,N/A,Black,102.7,0,2,102.7,205.4,ARS,907.0,186297.8,Apple Store,Credit Card,Individual,25–34,N/A,4.5,Kept
APPL-00000114,2023-12-25,2023,Q4,December,Argentina,South America,Mar del Plata,iPhone 15 Plus,iPhone,256 GB,Green,901.31,0,1,901.31,901.31,ARS,907.0,817488.17,Carrier Store,Net Banking,Individual,18–24,New User,3.2,Kept
APPL-00000115,2024-01-07,2024,Q1,January,Argentina,South America,Mar del Plata,Mac Pro (M2 Ultra),Mac,1 TB SSD,Midnight,7063.94,0,1,7063.94,7063.94,ARS,907.0,6406993.58,Authorized Reseller,Apple Pay,Education,25–34,N/A,3.9,Kept
APPL-00000116,2024-01-24,2024,Q1,January,Argentina,South America,Mar del Plata,HomePod (2nd Gen),Accessories,N/A,White,313.13,0,1,313.13,313.13,ARS,907.0,284008.91,Carrier Store,Gift Card,Government,55+,N/A,3.2,Kept
APPL-00000117,2024-03-15,2024,Q1,March,Argentina,South America,Mar del Plata,iPad Mini (6th Gen),iPad,64 GB,Starlight,538.4,0,1,538.4,538.4,ARS,907.0,488328.8,Third-Party Retailer,Debit Card,Individual,35–44,N/A,4.3,Kept
APPL-00000118,2024-06-29,2024,Q2,June,Argentina,South America,Mar del Plata,Apple Pencil (2nd Gen),Accessories,N/A,White,129.25,10,1,116.33,116.33,ARS,907.0,105511.31,Corporate / B2B,Debit Card,Government,55+,N/A,3.3,Kept
APPL-00000119,2024-07-09,2024,Q3,July,Argentina,South America,Mar del Plata,AirPods (2nd Gen),AirPods,N/A,Midnight,135.26,10,1,121.73,121.73,ARS,907.0,110409.11,Corporate / B2B,Credit Card,Government,35–44,N/A,3.7,Kept
APPL-00000120,2024-07-14,2024,Q3,July,Argentina,South America,Mar del Plata,Apple Watch Series 8,Apple Watch,N/A,Titanium,310.4,15,2,263.84,527.68,ARS,907.0,478605.76,Authorized Reseller,Net Banking,Government,55+,N/A,5.0,Kept
APPL-00000121,2024-08-14,2024,Q3,August,Argentina,South America,Mar del Plata,iPhone 13 Mini,iPhone,512 GB,Natural Titanium,632.35,0,1,632.35,632.35,ARS,907.0,573541.45,Authorized Reseller,Gift Card,Government,45–54,New User,4.3,Kept
APPL-00000122,2024-08-20,2024,Q3,August,Argentina,South America,Mar del Plata,Magic Keyboard,Accessories,N/A,Silver,103.58,0,1,103.58,103.58,ARS,907.0,93947.06,Authorized Reseller,EMI / Installment,Individual,25–34,N/A,,Kept
APPL-00000123,2024-08-25,2024,Q3,August,Argentina,South America,Mar del Plata,iPad Pro 12.9-inch (M2),iPad,128 GB,Silver,1116.65,3,6,1083.15,6498.9,ARS,907.0,5894502.3,Apple Store,EMI / Installment,Government,18–24,N/A,4.9,Kept
APPL-00000124,2024-10-05,2024,Q4,October,Argentina,South America,Mar del Plata,iPhone 14 Pro,iPhone,1 TB,Silver,926.92,10,1,834.23,834.23,ARS,907.0,756646.61,Authorized Reseller,Cash,Business,45–54,Other,4.3,Kept
APPL-00000125,2024-10-31,2024,Q4,October,Argentina,South America,Mar del Plata,iPhone 15 Pro Max,iPhone,64 GB,White Titanium,1150.97,0,1,1150.97,1150.97,ARS,907.0,1043929.79,Corporate / B2B,Credit Card,Business,25–34,iOS 15,4.8,Kept
APPL-00000126,2022-01-07,2022,Q1,January,Argentina,South America,Mendoza,iPhone 13 Mini,iPhone,1 TB,Yellow,616.9,3,3,598.39,1795.17,ARS,907.0,1628219.19,Third-Party Retailer,Cash,Government,25–34,Other,,Kept
APPL-00000127,2022-02-08,2022,Q1,February,Argentina,South America,Mendoza,Apple Watch Ultra 2,Apple Watch,N/A,Midnight,805.93,10,5,725.34,3626.7,ARS,907.0,3289416.9,Carrier Store,Debit Card,Government,45–54,N/A,3.2,Kept
APPL-00000128,2022-02-18,2022,Q1,February,Argentina,South America,Mendoza,MacBook Pro 16-inch (M3 Pro),Mac,256 GB SSD,Starlight,2588.78,3,1,2511.12,2511.12,ARS,907.0,2277585.84,Corporate / B2B,Net Banking,Individual,55+,N/A,3.7,Kept
APPL-00000129,2022-04-23,2022,Q2,April,Argentina,South America,Mendoza,iPhone 13 Pro Max,iPhone,256 GB,Black Titanium,1035.62,0,1,1035.62,1035.62,ARS,907.0,939307.34,Carrier Store,Net Banking,Government,35–44,New User,4.1,Kept
APPL-00000130,2022-06-06,2022,Q2,June,Argentina,South America,Mendoza,iPad Pro 11-inch (M2),iPad,64 GB,Blue,798.43,0,1,798.43,798.43,ARS,907.0,724176.01,Online (Apple.com),Cash,Education,35–44,N/A,,Kept
APPL-00000131,2022-06-17,2022,Q2,June,Argentina,South America,Mendoza,iPad Mini (6th Gen),iPad,2 TB,Blue,507.75,15,1,431.59,431.59,ARS,907.0,391452.13,Authorized Reseller,Gift Card,Government,45–54,N/A,,Kept
APPL-00000132,2022-07-16,2022,Q3,July,Argentina,South America,Mendoza,iPhone 13 Pro Max,iPhone,1 TB,Midnight,1153.56,10,1,1038.2,1038.2,ARS,907.0,941647.4,Carrier Store,EMI / Installment,Business,35–44,iOS 16,4.6,Kept
APPL-00000133,2022-09-08,2022,Q3,September,Argentina,South America,Mendoza,Apple Pencil (1st Gen),Accessories,N/A,Space Gray,93.06,3,5,90.27,451.35,ARS,907.0,409374.45,Authorized Reseller,Net Banking,Business,45–54,N/A,4.0,Exchanged
APPL-00000134,2022-12-21,2022,Q4,December,Argentina,South America,Mendoza,iPhone 14 Pro,iPhone,64 GB,Natural Titanium,901.23,0,1,901.23,901.23,ARS,907.0,817415.61,Online (Apple.com),Net Banking,Government,35–44,Android,,Kept
APPL-00000135,2022-12-29,2022,Q4,December,Argentina,South America,Mendoza,Apple Watch Ultra 2,Apple Watch,N/A,Product Red,770.64,0,4,770.64,3082.56,ARS,907.0,2795881.92,Online (Apple.com),Cash,Individual,55+,N/A,,Kept
APPL-00000136,2023-02-27,2023,Q1,February,Argentina,South America,Mendoza,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Space Gray,2113.54,0,1,2113.54,2113.54,ARS,907.0,1916980.78,Apple Store,EMI / Installment,Individual,45–54,N/A,4.2,Kept
APPL-00000137,2023-04-04,2023,Q2,April,Argentina,South America,Mendoza,iPhone 13 Mini,iPhone,256 GB,Green,558.65,0,2,558.65,1117.3,ARS,907.0,1013391.1,Corporate / B2B,Apple Pay,Government,18–24,Android,4.0,Kept
APPL-00000138,2023-04-17,2023,Q2,April,Argentina,South America,Mendoza,Magic Mouse,Accessories,N/A,Space Gray,79.23,5,4,75.27,301.08,ARS,907.0,273079.56,Apple Store,Apple Pay,Government,45–54,N/A,3.3,Kept
APPL-00000139,2023-06-02,2023,Q2,June,Argentina,South America,Mendoza,Magic Keyboard,Accessories,N/A,Silver,101.82,5,1,96.73,96.73,ARS,907.0,87734.11,Online (Apple.com),Net Banking,Government,18–24,N/A,,Kept
APPL-00000140,2023-08-03,2023,Q3,August,Argentina,South America,Mendoza,Apple TV 4K (3rd Gen),Accessories,N/A,Black,131.62,10,2,118.46,236.92,ARS,907.0,214886.44,Online (Apple.com),Credit Card,Government,18–24,N/A,,Kept
APPL-00000141,2023-08-26,2023,Q3,August,Argentina,South America,Mendoza,AirPods Pro (2nd Gen),AirPods,N/A,Sky,259.11,7,2,240.97,481.94,ARS,907.0,437119.58,Apple Store,Credit Card,Government,55+,N/A,3.6,Kept
APPL-00000142,2023-09-04,2023,Q3,September,Argentina,South America,Mendoza,MagSafe Charger,Accessories,N/A,White,36.7,15,8,31.2,249.6,ARS,907.0,226387.2,Apple Store,Net Banking,Individual,35–44,N/A,3.2,Kept
APPL-00000143,2023-09-08,2023,Q3,September,Argentina,South America,Mendoza,USB-C Woven Charge Cable,Accessories,N/A,Space Gray,26.89,7,4,25.01,100.04,ARS,907.0,90736.28,Online (Apple.com),Net Banking,Government,35–44,N/A,5.0,Kept
APPL-00000144,2023-09-23,2023,Q3,September,Argentina,South America,Mendoza,iPhone 15 Pro,iPhone,1 TB,Black Titanium,940.64,2,1,921.83,921.83,ARS,907.0,836099.81,Third-Party Retailer,EMI / Installment,Government,35–44,iOS 15,,Returned
APPL-00000145,2023-10-03,2023,Q4,October,Argentina,South America,Mendoza,Apple TV 4K (3rd Gen),Accessories,N/A,Silver,127.55,0,1,127.55,127.55,ARS,907.0,115687.85,Apple Store,Net Banking,Business,55+,N/A,,Kept
APPL-00000146,2023-11-01,2023,Q4,November,Argentina,South America,Mendoza,MacBook Air 13-inch (M2),Mac,2 TB SSD,Starlight,1183.64,10,1,1065.28,1065.28,ARS,907.0,966208.96,Carrier Store,Credit Card,Individual,35–44,N/A,,Kept
APPL-00000147,2023-11-09,2023,Q4,November,Argentina,South America,Mendoza,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Midnight,2692.68,3,3,2611.9,7835.7,ARS,907.0,7106979.9,Apple Store,Debit Card,Business,55+,N/A,,Kept
APPL-00000148,2023-11-24,2023,Q4,November,Argentina,South America,Mendoza,MacBook Air 15-inch (M2),Mac,512 GB SSD,Midnight,1302.97,10,1,1172.67,1172.67,ARS,907.0,1063611.69,Authorized Reseller,Cash,Government,25–34,N/A,4.1,Exchanged
APPL-00000149,2024-02-14,2024,Q1,February,Argentina,South America,Mendoza,Magic Trackpad,Accessories,N/A,White,132.4,3,4,128.43,513.72,ARS,907.0,465944.04,Authorized Reseller,EMI / Installment,Individual,35–44,N/A,,Kept
APPL-00000150,2024-03-19,2024,Q1,March,Argentina,South America,Mendoza,Apple Watch Ultra 2,Apple Watch,N/A,Starlight,741.88,5,2,704.79,1409.58,ARS,907.0,1278489.06,Authorized Reseller,Gift Card,Individual,45–54,N/A,,Kept
APPL-00000151,2024-03-19,2024,Q1,March,Argentina,South America,Mendoza,MacBook Air 13-inch (M2),Mac,2 TB SSD,Midnight,1168.71,15,1,993.4,993.4,ARS,907.0,901013.8,Apple Store,Net Banking,Business,55+,N/A,4.7,Kept
APPL-00000152,2024-05-26,2024,Q2,May,Argentina,South America,Mendoza,iPad Mini (6th Gen),iPad,1 TB,Silver,487.28,0,1,487.28,487.28,ARS,907.0,441962.96,Carrier Store,Cash,Individual,35–44,N/A,,Kept
APPL-00000153,2024-05-27,2024,Q2,May,Argentina,South America,Mendoza,iPhone 15 Pro,iPhone,64 GB,Starlight,988.13,2,5,968.37,4841.85,ARS,907.0,4391557.95,Third-Party Retailer,Debit Card,Government,25–34,iOS 16,4.2,Kept
APPL-00000154,2024-06-11,2024,Q2,June,Argentina,South America,Mendoza,iPhone 13 Pro Max,iPhone,128 GB,Natural Titanium,1078.63,0,1,1078.63,1078.63,ARS,907.0,978317.41,Apple Store,Cash,Government,35–44,Android,4.6,Kept
APPL-00000155,2024-08-04,2024,Q3,August,Argentina,South America,Mendoza,iPad Air (M1),iPad,2 TB,Gold,553.14,0,3,553.14,1659.42,ARS,907.0,1505093.94,Carrier Store,Cash,Education,25–34,N/A,3.5,Kept
APPL-00000156,2024-08-28,2024,Q3,August,Argentina,South America,Mendoza,Apple Watch Series 9,Apple Watch,N/A,Product Red,388.87,7,1,361.65,361.65,ARS,907.0,328016.55,Corporate / B2B,Gift Card,Government,35–44,N/A,3.5,Kept
APPL-00000157,2024-10-29,2024,Q4,October,Argentina,South America,Mendoza,HomePod (2nd Gen),Accessories,N/A,Silver,310.25,0,3,310.25,930.75,ARS,907.0,844190.25,Carrier Store,Apple Pay,Individual,25–34,N/A,3.6,Returned
APPL-00000158,2024-11-05,2024,Q4,November,Argentina,South America,Mendoza,Magic Mouse,Accessories,N/A,Black,73.55,3,3,71.34,214.02,ARS,907.0,194116.14,Apple Store,Credit Card,Government,25–34,N/A,4.4,Kept
APPL-00000159,2022-01-05,2022,Q1,January,Argentina,South America,Rosario,iPad Air (M1),iPad,64 GB,Silver,602.01,2,1,589.97,589.97,ARS,907.0,535102.79,Third-Party Retailer,Apple Pay,Business,35–44,N/A,3.2,Kept
APPL-00000160,2022-02-15,2022,Q1,February,Argentina,South America,Rosario,iPhone 15 Pro,iPhone,64 GB,Black,1050.78,3,1,1019.26,1019.26,ARS,907.0,924468.82,Third-Party Retailer,Net Banking,Individual,45–54,iOS 16,,Kept
APPL-00000161,2022-03-13,2022,Q1,March,Argentina,South America,Rosario,Apple Watch Series 8,Apple Watch,N/A,Black Titanium,294.08,10,1,264.67,264.67,ARS,907.0,240055.69,Apple Store,Net Banking,Business,55+,N/A,4.3,Kept
APPL-00000162,2022-03-21,2022,Q1,March,Argentina,South America,Rosario,Apple Watch SE (2nd Gen),Apple Watch,N/A,Yellow,267.85,0,2,267.85,535.7,ARS,907.0,485879.9,Apple Store,Apple Pay,Business,55+,N/A,4.9,Kept
APPL-00000163,2022-03-24,2022,Q1,March,Argentina,South America,Rosario,Apple Watch SE (2nd Gen),Apple Watch,N/A,Black Titanium,237.99,7,6,221.33,1327.98,ARS,907.0,1204477.86,Corporate / B2B,Cash,Government,25–34,N/A,,Kept
APPL-00000164,2022-05-26,2022,Q2,May,Argentina,South America,Rosario,iPad Pro 12.9-inch (M2),iPad,2 TB,Silver,1063.62,3,4,1031.71,4126.84,ARS,907.0,3743043.88,Apple Store,Debit Card,Education,45–54,N/A,4.7,Returned
APPL-00000165,2022-06-29,2022,Q2,June,Argentina,South America,Rosario,iPhone 13 Mini,iPhone,64 GB,Product Red,564.98,10,1,508.48,508.48,ARS,907.0,461191.36,Third-Party Retailer,Apple Pay,Government,18–24,iOS 16,4.7,Kept
APPL-00000166,2022-07-19,2022,Q3,July,Argentina,South America,Rosario,AirPods Pro (2nd Gen),AirPods,N/A,White,262.48,0,1,262.48,262.48,ARS,907.0,238069.36,Apple Store,Cash,Individual,18–24,N/A,3.3,Kept
APPL-00000167,2022-09-26,2022,Q3,September,Argentina,South America,Rosario,Mac mini (M2),Mac,2 TB SSD,Gold,602.06,10,1,541.85,541.85,ARS,907.0,491457.95,Corporate / B2B,Cash,Education,55+,N/A,4.6,Returned
APPL-00000168,2022-12-24,2022,Q4,December,Argentina,South America,Rosario,iPhone 14 Plus,iPhone,64 GB,Green,831.88,0,2,831.88,1663.76,ARS,907.0,1509030.32,Apple Store,Cash,Business,25–34,New User,4.2,Kept
APPL-00000169,2023-01-07,2023,Q1,January,Argentina,South America,Rosario,iPhone 13,iPhone,1 TB,Yellow,681.23,0,1,681.23,681.23,ARS,907.0,617875.61,Carrier Store,Apple Pay,Individual,55+,iOS 17,,Kept
APPL-00000170,2023-01-30,2023,Q1,January,Argentina,South America,Rosario,iPad Pro 11-inch (M2),iPad,1 TB,Purple,833.09,0,1,833.09,833.09,ARS,907.0,755612.63,Online (Apple.com),EMI / Installment,Education,45–54,N/A,4.5,Kept
APPL-00000171,2023-04-17,2023,Q2,April,Argentina,South America,Rosario,iPhone 14 Plus,iPhone,1 TB,Green,852.36,0,1,852.36,852.36,ARS,907.0,773090.52,Carrier Store,EMI / Installment,Government,18–24,iOS 15,4.0,Kept
APPL-00000172,2023-04-26,2023,Q2,April,Argentina,South America,Rosario,USB-C Woven Charge Cable,Accessories,N/A,Silver,28.43,3,1,27.58,27.58,ARS,907.0,25015.06,Carrier Store,Credit Card,Government,55+,N/A,,Kept
APPL-00000173,2023-05-28,2023,Q2,May,Argentina,South America,Rosario,AirPods (2nd Gen),AirPods,N/A,Sky,123.35,3,1,119.65,119.65,ARS,907.0,108522.55,Online (Apple.com),Net Banking,Education,18–24,N/A,4.3,Kept
APPL-00000174,2023-06-02,2023,Q2,June,Argentina,South America,Rosario,iPhone 15 Pro Max,iPhone,512 GB,Midnight,1105.53,0,1,1105.53,1105.53,ARS,907.0,1002715.71,Apple Store,Debit Card,Business,55+,New User,3.0,Kept
APPL-00000175,2023-07-12,2023,Q3,July,Argentina,South America,Rosario,Apple Pencil (1st Gen),Accessories,N/A,Black,99.42,0,1,99.42,99.42,ARS,907.0,90173.94,Authorized Reseller,Debit Card,Government,55+,N/A,3.3,Kept
APPL-00000176,2023-09-17,2023,Q3,September,Argentina,South America,Rosario,Magic Trackpad,Accessories,N/A,White,125.45,10,1,112.91,112.91,ARS,907.0,102409.37,Online (Apple.com),Cash,Government,18–24,N/A,3.9,Kept
APPL-00000177,2023-09-18,2023,Q3,September,Argentina,South America,Rosario,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Space Gray,2352.1,0,2,2352.1,4704.2,ARS,907.0,4266709.4,Corporate / B2B,Net Banking,Business,18–24,N/A,4.8,Kept
APPL-00000178,2023-09-28,2023,Q3,September,Argentina,South America,Rosario,MacBook Air 13-inch (M2),Mac,1 TB SSD,Gold,1104.86,15,2,939.13,1878.26,ARS,907.0,1703581.82,Online (Apple.com),Apple Pay,Government,55+,N/A,4.9,Kept
APPL-00000179,2023-10-10,2023,Q4,October,Argentina,South America,Rosario,iPhone 14,iPhone,64 GB,Midnight,780.83,0,1,780.83,780.83,ARS,907.0,708212.81,Third-Party Retailer,Gift Card,Business,55+,New User,3.0,Kept
APPL-00000180,2023-12-17,2023,Q4,December,Argentina,South America,Rosario,Apple Pencil (1st Gen),Accessories,N/A,White,104.0,0,1,104.0,104.0,ARS,907.0,94328.0,Online (Apple.com),Debit Card,Government,55+,N/A,3.5,Kept
APPL-00000181,2023-12-20,2023,Q4,December,Argentina,South America,Rosario,iPad (10th Generation),iPad,512 GB,Starlight,418.12,0,6,418.12,2508.72,ARS,907.0,2275409.04,Third-Party Retailer,Gift Card,Government,35–44,N/A,4.0,Kept
APPL-00000182,2023-12-24,2023,Q4,December,Argentina,South America,Rosario,Mac Pro (M2 Ultra),Mac,1 TB SSD,Midnight,7383.31,7,1,6866.48,6866.48,ARS,907.0,6227897.36,Corporate / B2B,Gift Card,Business,18–24,N/A,3.7,Kept
APPL-00000183,2023-12-30,2023,Q4,December,Argentina,South America,Rosario,AirPods (3rd Gen),AirPods,N/A,Sky,167.64,2,1,164.29,164.29,ARS,907.0,149011.03,Authorized Reseller,Apple Pay,Individual,18–24,N/A,4.4,Kept
APPL-00000184,2024-02-02,2024,Q1,February,Argentina,South America,Rosario,Apple Pencil (2nd Gen),Accessories,N/A,Silver,133.28,0,4,133.28,533.12,ARS,907.0,483539.84,Online (Apple.com),Gift Card,Government,55+,N/A,4.6,Kept
APPL-00000185,2024-02-07,2024,Q1,February,Argentina,South America,Rosario,iMac 24-inch (M3),Mac,2 TB SSD,Space Gray,1202.38,0,2,1202.38,2404.76,ARS,907.0,2181117.32,Apple Store,Gift Card,Business,25–34,N/A,,Kept
APPL-00000186,2024-03-10,2024,Q1,March,Argentina,South America,Rosario,Magic Trackpad,Accessories,N/A,Silver,124.36,7,1,115.65,115.65,ARS,907.0,104894.55,Corporate / B2B,Gift Card,Individual,45–54,N/A,,Kept
APPL-00000187,2024-03-11,2024,Q1,March,Argentina,South America,Rosario,MacBook Pro 16-inch (M3 Pro),Mac,256 GB SSD,Midnight,2355.35,7,1,2190.48,2190.48,ARS,907.0,1986765.36,Authorized Reseller,Cash,Education,25–34,N/A,4.6,Kept
APPL-00000188,2024-03-19,2024,Q1,March,Argentina,South America,Rosario,HomePod mini,Accessories,N/A,Silver,105.1,0,4,105.1,420.4,ARS,907.0,381302.8,Apple Store,Apple Pay,Government,25–34,N/A,3.8,Kept
APPL-00000189,2024-04-16,2024,Q2,April,Argentina,South America,Rosario,iPad Pro 11-inch (M2),iPad,512 GB,Space Gray,773.63,0,1,773.63,773.63,ARS,907.0,701682.41,Third-Party Retailer,Credit Card,Education,35–44,N/A,3.5,Kept
APPL-00000190,2024-08-18,2024,Q3,August,Argentina,South America,Rosario,iPhone 15,iPhone,256 GB,Deep Purple,843.88,0,1,843.88,843.88,ARS,907.0,765399.16,Corporate / B2B,Debit Card,Education,18–24,iOS 15,3.2,Kept
APPL-00000191,2024-09-22,2024,Q3,September,Argentina,South America,Rosario,Apple Pencil (1st Gen),Accessories,N/A,Black,105.45,0,2,105.45,210.9,ARS,907.0,191286.3,Authorized Reseller,Cash,Government,25–34,N/A,3.7,Kept
APPL-00000192,2024-10-08,2024,Q4,October,Argentina,South America,Rosario,iPhone 14,iPhone,64 GB,Yellow,758.89,10,1,683.0,683.0,ARS,907.0,619481.0,Online (Apple.com),Credit Card,Education,25–34,New User,3.4,Kept
APPL-00000193,2024-10-09,2024,Q4,October,Argentina,South America,Rosario,iPhone 14 Pro,iPhone,1 TB,Yellow,944.05,10,3,849.64,2548.92,ARS,907.0,2311870.44,Corporate / B2B,Cash,Business,18–24,iOS 16,4.3,Kept
APPL-00000194,2024-11-01,2024,Q4,November,Argentina,South America,Rosario,iPhone 15 Plus,iPhone,64 GB,Black,949.18,5,3,901.72,2705.16,ARS,907.0,2453580.12,Authorized Reseller,Debit Card,Education,35–44,iOS 15,4.1,Kept
APPL-00000195,2024-12-24,2024,Q4,December,Argentina,South America,Rosario,USB-C Woven Charge Cable,Accessories,N/A,Space Gray,29.68,0,1,29.68,29.68,ARS,907.0,26919.76,Authorized Reseller,Debit Card,Business,45–54,N/A,3.8,Kept
APPL-00000196,2024-12-27,2024,Q4,December,Argentina,South America,Rosario,iPhone 13,iPhone,256 GB,Starlight,734.33,2,1,719.64,719.64,ARS,907.0,652713.48,Corporate / B2B,Credit Card,Education,35–44,New User,4.5,Kept
APPL-00000197,2022-02-05,2022,Q1,February,Argentina,South America,Salta,Magic Trackpad,Accessories,N/A,White,127.34,5,1,120.97,120.97,ARS,907.0,109719.79,Online (Apple.com),Debit Card,Government,35–44,N/A,4.3,Returned
APPL-00000198,2022-03-19,2022,Q1,March,Argentina,South America,Salta,Apple Watch SE (2nd Gen),Apple Watch,N/A,Natural,265.16,10,1,238.64,238.64,ARS,907.0,216446.48,Carrier Store,Credit Card,Education,18–24,N/A,4.4,Kept
APPL-00000199,2022-05-04,2022,Q2,May,Argentina,South America,Salta,iPhone 14 Plus,iPhone,128 GB,Starlight,964.48,0,2,964.48,1928.96,ARS,907.0,1749566.72,Carrier Store,Net Banking,Individual,55+,Android,,Kept
APPL-00000200,2022-05-07,2022,Q2,May,Argentina,South America,Salta,iPhone 13 Pro,iPhone,1 TB,Midnight,862.65,5,2,819.52,1639.04,ARS,907.0,1486609.28,Online (Apple.com),EMI / Installment,Business,45–54,iOS 16,3.1,Kept
APPL-00000201,2022-05-19,2022,Q2,May,Argentina,South America,Salta,Magic Keyboard,Accessories,N/A,Black,104.6,0,1,104.6,104.6,ARS,907.0,94872.2,Third-Party Retailer,Credit Card,Education,45–54,N/A,,Kept
APPL-00000202,2022-05-27,2022,Q2,May,Argentina,South America,Salta,iPhone 15 Pro Max,iPhone,64 GB,Yellow,1207.54,0,2,1207.54,2415.08,ARS,907.0,2190477.56,Third-Party Retailer,Net Banking,Government,25–34,Android,3.9,Kept
APPL-00000203,2022-06-27,2022,Q2,June,Argentina,South America,Salta,USB-C Woven Charge Cable,Accessories,N/A,Space Gray,27.19,3,1,26.37,26.37,ARS,907.0,23917.59,Corporate / B2B,EMI / Installment,Individual,55+,N/A,3.1,Kept
APPL-00000204,2022-08-28,2022,Q3,August,Argentina,South America,Salta,Apple Watch Ultra 2,Apple Watch,N/A,Titanium,841.25,10,2,757.12,1514.24,ARS,907.0,1373415.68,Online (Apple.com),EMI / Installment,Education,35–44,N/A,4.3,Returned
